3,5,25,15,22,22,17,2,28,12,10,3,12,6,20,26,24,4,28,24,29,0,27,18,18,9,18,26,21,3,22,11,9,9,4,30,11,27,1,10,11,2,22,3,4,6,7,24,7,26,10,0,21,28,27,0,26,8,12,21,9,13,19,4,16,10,4,20,8,19,20,1,17,9,22,17,0,27,17,14,29,13,6,2,27,1,5,3,10,22,6,5,30,25,30,27,10,22,18,29
4,7,3,24,25,9,21,2,24,30,12,29,11,29,20,5,9,28,4,16,15,0,21,10,26,20,3,8,14,7,8,1,9,25,15,4,7,5,1,23,16,17,18,2,24,10,21,11,3,21,17,16,15,15,21,17,2,18,22,17,11,27,24,3,1,9,23,9,12,13,19,8,16,5,26,30,14,13,30,19,26,6,16,20,25,16,11,8,21,25,13,6,26,14,27,6,21,3,5,21
26,1,30,14,13,2,22,9,8,3,3,18,1,19,9,30,27,1,17,11,1,10,25,22,29,29,0,24,11,20,28,26,1,17,3,3,7,0,12,3,18,25,16,11,29,27,4,29,19,12,16,21,13,23,4,13,13,0,4,4,4,18,12,6,28,20,11,7,27,13,2,5,14,0,0,25,13,13,22,24,4,21,4,29,17,6,8,23,12,26,7,7,10,6,29,11,17,26,14,16
16,28,4,28,5,7,16,1,16,0,1,18,17,15,16,12,2,3,18,17,11,20,16,20,1,25,12,0,29,23,2,8,10,7,13,14,26,0,10,27,15,18,1,6,28,17,10,9,22,28,24,25,11,13,27,9,18,3,7,0,12,21,23,27,2,30,22,22,25,12,5,5,19,13,18,17,24,4,12,6,5,12,29,29,7,15,11,2,0,9,4,14,23,7,10,17,20,25,2,27
8,9,18,22,20,30,18,29,29,17,28,0,28,4,26,18,24,8,25,5,17,4,4,20,18,15,2,1,20,0,30,10,0,3,7,4,12,5,0,23,5,13,24,21,24,18,28,8,19,26,22,28,0,9,29,3,29,6,10,18,26,1,16,26,28,2,30,29,1,20,17,7,19,16,29,28,26,23,22,6,23,12,6,28,15,9,13,19,12,15,16,30,3,6,28,22,1,14,10,10
2,0,26,28,7,28,22,28,19,0,0,26,15,30,23,23,29,0,29,21,21,9,12,19,29,1,10,16,1,24,12,30,18,16,6,8,7,30,12,13,6,10,10,26,8,28,3,0,28,9,28,11,18,27,2,15,24,1,5,13,19,19,13,17,13,14,12,28,10,4,4,13,27,13,25,9,27,18,18,20,13,28,12,21,30,17,2,16,25,28,7,1,0,25,2,20,17,8,3,19
11,4,17,12,25,18,5,14,3,26,5,23,1,9,20,4,26,6,1,28,20,17,8,19,7,12,18,0,25,2,29,7,19,23,8,22,1,18,18,30,4,18,25,11,30,24,14,0,4,7,7,7,13,26,28,30,7,14,21,24,7,23,8,4,2,17,8,19,4,18,25,14,25,10,4,12,26,17,14,30,3,10,30,24,4,13,7,17,17,1,11,25,16,27,23,8,10,21,27,2
22,25,21,5,22,0,9,11,1,5,21,16,14,2,4,21,16,1,24,7,4,23,15,10,22,6,29,21,20,1,29,6,12,7,25,24,0,3,17,8,0,9,29,28,25,7,3,27,10,20,28,30,5,18,4,2,26,15,25,16,0,28,25,29,20,9,8,26,26,19,8,19,13,0,30,9,15,24,5,15,14,29,13,15,4,4,16,30,10,24,6,19,22,30,21,1,27,5,14,27
7,0,2,23,6,30,27,11,15,30,14,6,26,12,23,8,30,20,3,13,27,1,21,26,9,2,11,23,3,9,19,12,18,11,5,28,30,0,10,10,0,10,5,19,18,10,14,13,1,13,26,14,19,11,28,8,0,30,17,24,26,30,0,1,30,11,20,5,25,1,24,22,0,24,14,20,1,14,18,24,24,30,0,0,2,18,24,12,15,3,7,18,7,9,4,27,18,10,12,9
15,5,28,7,1,4,24,6,25,13,19,6,1,14,19,27,18,7,20,29,27,1,29,18,4,18,11,6,28,9,2,15,10,30,30,4,27,11,18,2,19,26,13,24,11,16,8,13,3,29,30,6,12,18,29,11,30,20,25,0,16,12,6,0,30,26,28,23,2,12,4,19,11,21,25,1,22,5,28,9,2,10,13,20,27,28,17,25,25,9,6,4,18,24,12,0,0,1,16,11
27,0,14,9,4,26,25,8,28,1,6,26,19,7,21,1,19,13,18,0,9,22,22,29,1,13,22,12,20,20,24,29,28,26,19,27,12,12,12,27,7,21,15,25,25,7,27,22,18,23,19,20,2,22,5,10,7,15,0,0,30,10,27,16,29,7,24,27,4,23,9,6,6,21,11,5,12,25,4,1,30,3,29,12,26,29,15,1,27,23,22,19,17,18,25,12,4,6,4,6
19,3,5,18,8,7,29,19,25,2,10,25,0,0,3,30,26,29,4,30,16,5,5,14,25,15,25,5,26,2,11,15,7,16,8,7,6,19,1,12,11,16,30,14,25,30,23,9,3,19,27,17,26,7,6,24,22,26,23,29,21,10,16,25,27,15,16,7,29,23,0,0,26,28,19,23,17,21,3,1,16,23,30,5,16,10,19,26,3,12,16,2,19,18,19,11,19,29,21,4
0,21,9,23,0,7,6,18,19,12,15,3,5,21,13,13,14,25,12,25,6,23,23,27,23,16,5,17,18,9,21,10,28,29,18,27,29,3,3,20,16,11,17,7,11,4,14,25,28,3,3,16,24,6,29,9,2,13,19,13,24,27,28,21,13,23,23,29,15,16,17,22,18,0,24,11,28,9,24,17,20,13,13,9,4,23,24,19,10,26,27,0,7,24,15,26,3,11,2,3
0,17,23,22,22,2,10,8,15,13,9,19,26,30,3,3,15,3,2,23,28,3,24,18,10,27,17,21,27,13,26,27,3,20,14,30,3,15,24,13,6,12,12,7,3,1,19,19,26,28,26,24,7,2,3,3,22,27,27,0,22,17,16,14,30,16,8,0,22,17,3,17,15,6,14,15,4,1,5,10,12,19,7,23,2,27,27,4,27,9,21,30,2,9,27,11,12,24,25,5
2,26,29,10,25,28,24,5,3,3,7,18,28,17,10,26,23,30,18,17,23,11,28,15,16,7,23,3,26,9,3,10,3,24,25,25,12,19,12,24,24,2,16,8,9,10,6,3,15,11,26,0,0,26,18,12,13,2,24,19,29,7,1,12,26,6,8,9,3,1,7,18,27,26,14,9,24,20,2,26,16,27,22,21,26,24,21,9,21,1,23,1,17,24,6,25,6,13,19,22
1,23,7,1,24,11,20,18,17,29,29,18,3,11,16,22,15,12,14,29,3,23,28,25,0,16,24,8,8,13,13,13,9,6,30,21,15,3,12,28,24,0,0,27,27,8,10,19,15,0,26,24,19,1,30,18,15,10,27,11,22,14,22,6,16,15,19,20,24,17,26,18,19,3,11,27,29,30,26,22,21,12,9,28,2,12,24,11,21,30,26,14,4,8,28,4,26,15,11,5
26,23,19,16,7,11,17,5,28,6,25,13,21,1,14,7,6,22,1,27,5,11,25,8,20,23,4,23,0,27,22,28,21,13,11,11,2,28,15,12,6,26,15,23,24,30,26,28,14,27,16,10,2,23,25,15,22,1,25,26,18,18,23,16,30,1,2,11,15,29,21,10,3,2,19,27,24,16,12,13,0,23,29,25,9,6,25,1,13,4,12,9,23,19,3,0,5,3,18,25
24,20,13,20,17,20,29,20,20,8,24,11,21,26,2,20,5,4,2,16,13,28,25,18,22,27,20,7,30,24,15,19,27,18,12,17,3,2,18,8,0,8,20,29,28,13,5,15,23,14,4,14,4,13,30,14,24,1,27,12,23,3,25,15,14,11,16,28,4,4,4,7,12,19,26,26,17,27,6,12,20,30,27,9,0,18,26,2,10,29,0,13,20,7,14,10,10,28,26,29
30,24,26,9,5,18,29,26,30,1,13,15,1,12,11,16,23,28,30,22,22,3,18,14,28,23,24,27,22,24,27,12,15,29,25,1,3,10,18,30,22,21,9,0,2,5,0,8,11,15,25,13,25,7,21,12,4,14,5,20,6,28,17,15,16,16,14,8,3,2,2,4,18,30,2,28,2,5,23,25,8,2,15,23,21,24,1,5,23,23,27,27,11,7,29,0,0,27,14,17
14,4,8,18,29,14,5,5,11,9,10,25,24,22,22,12,19,17,7,21,24,20,2,18,29,18,14,4,0,2,21,28,5,4,20,4,19,3,6,11,4,23,16,2,7,24,4,8,20,18,14,23,1,7,0,8,22,5,10,9,25,7,29,18,25,25,22,3,26,30,5,15,23,2,30,29,14,1,14,28,12,24,2,22,23,11,20,3,20,12,2,22,27,28,30,29,19,30,10,23
29,15,14,25,8,4,28,26,25,8,28,13,17,16,3,20,1,6,5,14,16,24,3,10,7,14,28,20,25,22,4,20,21,27,2,17,14,7,9,25,23,19,25,29,6,18,28,8,7,14,18,20,23,3,8,21,12,16,17,5,12,12,25,22,6,3,24,20,15,11,11,21,7,23,20,12,6,0,7,0,11,20,25,0,18,18,8,10,23,14,29,24,14,25,16,16,22,18,7,14
30,14,9,9,28,22,25,8,21,22,4,28,1,19,3,30,20,22,2,15,28,23,23,30,25,19,11,15,23,15,12,22,2,27,18,15,1,4,8,23,6,26,6,3,15,21,11,13,2,22,26,26,16,16,6,13,8,24,6,25,3,1,10,29,8,11,13,24,12,30,5,16,17,0,17,5,14,23,27,7,16,26,16,30,12,21,4,7,0,3,27,2,19,2,4,12,6,16,26,28
1,10,9,29,28,4,17,29,15,28,0,6,7,9,6,15,16,7,17,4,22,11,26,7,21,23,23,1,24,20,8,20,8,25,4,8,29,26,22,9,12,23,16,15,18,24,13,8,25,30,15,30,11,15,6,19,23,26,11,21,10,8,10,8,18,27,17,10,13,27,0,3,1,21,2,17,29,10,28,10,1,25,5,18,24,15,21,0,18,13,30,22,11,21,20,21,29,10,6,4
22,23,28,23,23,16,28,8,5,7,12,3,8,6,10,19,14,17,18,22,17,1,0,1,6,9,18,28,18,13,2,12,11,0,30,16,2,26,2,14,16,19,13,22,16,26,19,22,16,20,28,3,16,6,14,24,3,10,25,1,1,28,20,24,16,12,0,12,6,9,14,20,17,27,12,4,15,4,1,11,9,25,24,6,23,16,10,19,16,10,28,28,0,11,15,4,15,3,11,19
25,1,7,8,24,21,21,15,9,6,24,15,23,25,5,12,18,16,19,0,29,26,16,21,10,2,10,1,18,6,11,20,25,25,0,23,27,9,24,30,2,10,25,17,13,7,27,15,3,15,2,16,29,27,17,24,10,18,24,13,30,17,29,7,27,13,30,23,22,6,21,6,10,16,23,10,0,22,6,3,3,9,27,27,16,16,12,1,30,19,11,10,26,6,25,20,8,26,15,6
12,29,9,26,16,30,6,13,8,11,23,28,15,24,23,10,15,30,1,14,4,22,23,6,8,10,29,7,16,10,1,3,5,15,27,11,24,26,10,27,4,4,14,3,25,17,16,18,15,30,17,28,6,14,30,22,4,6,2,6,17,18,2,1,0,21,2,4,5,2,12,9,26,22,6,28,20,0,23,13,4,26,16,29,24,29,22,6,22,7,20,4,7,5,7,20,21,0,1,16
13,28,25,26,9,26,7,17,14,3,14,18,0,26,10,25,19,30,20,6,7,1,27,28,5,8,26,27,20,19,21,4,11,8,21,2,5,20,19,20,6,10,30,27,2,7,22,13,1,26,14,24,6,0,17,27,28,29,18,27,11,13,26,19,16,18,28,23,22,28,7,7,28,24,29,21,4,3,4,7,22,29,4,16,19,7,17,17,15,1,22,18,6,0,3,26,15,8,17,27
23,0,10,1,1,24,1,30,17,30,11,7,17,12,22,6,21,30,21,0,2,0,24,21,21,22,4,26,12,5,4,6,18,16,23,11,3,11,15,13,30,16,9,10,15,6,11,4,5,3,17,5,2,9,27,11,11,24,21,1,15,13,4,10,22,27,15,6,7,19,15,17,20,24,7,15,11,18,14,4,9,17,21,11,22,10,21,8,17,14,16,10,3,29,10,25,7,8,9,29
23,16,13,23,13,13,4,20,23,29,20,6,0,19,5,27,4,2,2,7,4,24,22,21,5,15,28,6,27,10,9,18,19,9,28,25,18,3,3,25,5,20,2,15,15,30,27,28,30,27,8,22,20,4,26,6,10,25,16,29,21,6,10,23,27,22,25,13,19,23,7,20,7,29,28,6,27,14,15,26,16,1,12,8,12,20,17,14,17,25,12,22,28,20,20,7,16,22,26,9
1,14,9,17,25,24,19,2,30,20,10,20,4,21,23,2,11,30,21,28,15,3,10,29,12,14,21,21,29,7,15,21,19,14,8,8,27,12,3,16,27,13,10,2,19,28,23,4,7,4,28,5,6,27,13,25,14,1,8,11,13,16,10,1,1,29,21,26,14,17,17,0,20,25,10,24,0,26,17,18,28,19,4,25,24,7,26,25,3,25,17,21,18,13,19,28,4,4,18,11
28,4,10,4,7,1,1,22,12,22,4,5,19,27,0,24,8,22,23,4,2,16,21,17,2,30,29,14,14,11,10,8,5,16,12,6,15,22,29,1,4,28,30,22,3,28,5,4,24,28,15,0,6,1,21,18,10,22,4,15,13,4,11,10,4,29,15,23,20,2,1,26,4,11,3,21,28,20,1,4,0,15,7,25,18,4,25,14,28,28,18,9,4,27,26,11,30,17,14,3
29,24,1,13,4,7,0,30,27,29,7,26,14,13,29,5,27,30,19,6,18,25,23,24,10,21,19,12,28,9,24,12,5,20,22,27,27,17,1,17,1,20,14,13,7,23,19,7,18,17,7,11,6,26,15,24,21,17,14,25,6,17,9,0,26,29,25,22,25,27,20,18,24,14,15,12,13,30,10,1,15,9,26,4,26,30,25,8,7,3,2,30,18,13,1,0,25,1,20,11
25,27,10,20,2,8,1,23,21,15,27,19,6,29,30,8,12,17,12,3,2,15,21,21,23,1,20,12,22,0,17,15,23,9,8,12,12,28,1,10,26,6,29,7,28,3,27,30,21,14,25,5,22,22,12,26,12,5,15,21,20,28,27,25,16,18,21,25,28,22,6,7,1,30,4,8,8,18,29,25,7,29,14,8,3,27,23,29,20,24,4,29,8,8,6,1,10,30,23,11
30,1,7,24,24,30,23,29,13,27,25,17,2,20,21,11,18,27,8,3,18,1,16,9,1,2,9,22,6,24,4,1,21,9,15,25,0,7,28,27,14,4,5,4,2,1,30,11,4,13,26,9,23,4,3,2,7,3,2,23,18,3,22,8,13,21,9,9,12,30,20,2,14,9,11,30,7,0,30,1,4,16,21,12,15,13,16,0,2,28,21,6,19,3,17,19,28,10,13,11
4,20,6,9,0,27,1,7,24,24,0,18,13,10,29,18,23,17,4,7,28,28,16,23,6,11,19,27,30,2,12,26,1,15,23,3,23,9,27,10,24,4,16,26,5,27,24,24,16,23,12,25,3,18,20,3,9,16,7,21,6,12,9,2,11,17,13,24,13,11,11,17,29,2,14,2,4,1,17,24,12,6,30,9,14,20,30,20,20,28,20,30,6,30,25,14,6,16,23,28
11,20,4,22,4,6,26,7,17,25,25,19,30,27,19,6,24,9,29,22,24,25,18,13,15,22,21,4,22,11,29,14,10,23,20,13,2,16,26,21,14,5,24,24,21,20,1,23,26,8,29,2,28,26,8,13,28,17,28,2,19,17,24,10,26,8,5,17,27,3,10,25,28,26,21,7,22,30,9,8,4,28,6,5,13,3,17,18,3,6,14,27,23,3,0,1,14,18,26,4
15,20,25,1,20,8,21,8,23,30,29,10,19,9,2,4,22,20,19,7,23,19,20,10,14,19,15,1,16,29,18,3,22,18,10,24,12,25,16,9,5,0,19,5,17,12,30,25,1,16,22,0,26,9,23,8,30,16,25,23,28,22,9,28,20,19,18,25,2,14,28,0,14,9,0,9,25,30,23,7,30,11,14,25,7,8,16,3,8,30,5,1,25,19,17,27,13,30,14,6
7,11,27,13,7,3,13,16,17,16,12,8,0,10,3,15,12,20,10,24,8,29,21,25,5,2,20,24,20,11,22,3,30,13,0,28,6,30,20,26,28,4,19,11,10,0,21,14,24,9,21,15,24,28,5,2,14,14,3,8,29,20,26,1,18,13,10,12,18,11,28,28,15,25,7,25,4,3,18,17,8,11,28,6,10,1,15,28,14,17,29,0,10,24,14,11,12,7,21,13
22,23,0,9,2,29,11,6,7,3,1,21,11,28,24,5,29,13,23,2,14,20,3,1,5,10,3,9,7,16,19,17,8,19,30,21,10,3,12,5,19,18,22,29,11,11,19,23,3,0,4,14,12,29,14,26,2,26,29,10,27,21,8,21,25,16,25,6,15,17,2,27,3,14,25,23,3,3,5,0,17,4,0,1,8,12,9,2,2,5,16,9,6,2,18,1,2,9,26,16
12,27,1,4,7,22,4,21,21,28,24,26,27,8,3,26,30,12,30,24,24,21,0,25,17,9,14,30,9,25,1,26,28,24,21,22,25,27,9,16,12,1,14,5,22,10,6,15,28,16,29,22,18,12,22,9,8,12,24,11,13,8,10,17,4,14,5,28,25,3,18,26,30,9,14,4,6,28,20,29,3,21,9,12,19,25,22,15,13,24,15,21,8,23,10,9,27,9,3,28
22,27,20,5,7,1,9,7,24,10,11,7,29,11,22,26,16,8,26,23,16,26,28,18,30,27,8,4,27,14,8,3,26,12,22,7,0,0,4,19,19,20,24,20,25,23,9,26,5,2,22,20,6,3,5,2,6,8,12,29,9,13,1,25,18,20,22,7,27,18,13,14,12,6,24,14,25,20,1,29,10,2,26,25,11,19,27,4,16,2,16,4,7,28,26,8,18,0,24,9
26,6,26,20,27,6,18,17,30,8,9,11,9,2,30,2,15,4,18,10,3,6,14,18,4,27,27,22,5,7,23,16,1,29,30,28,1,15,4,4,27,28,18,3,21,19,28,27,29,5,16,4,12,13,26,14,30,20,1,21,14,24,25,2,25,16,22,5,3,28,6,11,3,17,20,1,1,30,28,15,9,10,4,13,29,1,23,8,2,23,11,18,15,27,11,5,15,6,30,21
20,14,4,22,6,11,4,19,12,22,14,14,2,0,14,19,4,30,29,11,3,18,21,1,0,6,7,25,5,26,30,19,23,17,12,5,27,0,18,12,23,8,27,4,9,6,14,22,13,23,9,15,19,3,10,26,13,8,3,6,1,18,14,8,4,0,5,28,17,7,0,24,12,15,27,11,25,15,0,25,22,26,26,20,23,30,4,4,0,15,17,25,5,29,24,5,4,1,13,18
3,26,7,6,20,6,26,11,9,6,7,3,27,7,20,29,6,12,17,5,13,22,4,26,11,13,14,12,29,5,10,2,10,21,23,30,10,0,6,6,27,16,11,8,12,29,7,13,20,12,18,8,30,21,13,6,7,28,12,28,1,4,10,11,27,29,11,13,19,28,29,8,18,9,6,27,2,30,30,7,7,14,16,15,14,24,12,29,27,2,20,5,14,8,28,19,21,13,3,22
10,23,7,23,19,11,14,8,30,1,18,3,1,1,18,8,25,10,20,23,24,27,7,8,18,22,24,27,17,8,14,9,28,26,1,16,16,30,13,2,11,3,3,16,5,22,22,6,7,14,14,22,30,24,2,11,18,16,3,9,5,26,20,2,22,6,28,10,22,18,8,16,7,21,23,7,4,20,13,19,0,1,11,18,5,6,25,12,16,15,15,9,14,28,6,26,13,5,2,26
10,0,8,21,3,20,22,22,23,8,7,19,10,27,3,4,2,9,9,21,6,3,19,25,12,0,18,7,12,22,15,23,14,22,16,27,4,5,30,13,29,26,0,26,5,10,19,14,14,19,6,24,13,27,11,10,17,4,24,8,6,8,10,6,1,24,20,17,19,25,30,0,5,8,8,30,28,7,13,4,18,4,25,21,28,3,27,17,8,9,24,29,1,24,0,12,7,23,0,13
0,12,3,25,29,2,9,14,22,3,0,11,19,23,7,17,0,16,30,8,6,15,20,6,11,11,26,9,23,20,20,22,9,22,15,12,19,23,12,26,4,1,16,16,21,5,1,25,21,28,25,28,14,19,11,2,13,9,12,13,10,4,6,21,21,14,14,18,2,24,9,27,28,14,8,27,2,22,10,11,17,11,1,1,7,29,2,2,22,18,6,3,10,21,18,28,14,7,18,21
12,21,27,20,26,10,22,26,28,14,16,15,24,18,10,6,11,5,28,24,12,19,17,29,30,4,27,10,24,19,3,12,17,29,7,10,11,30,10,13,6,26,11,15,3,3,22,16,12,5,12,30,9,24,14,6,28,21,22,10,8,27,30,4,29,0,29,9,19,25,10,14,12,30,24,30,28,29,24,23,2,9,4,2,6,7,0,10,3,11,18,1,22,25,9,7,14,20,1,17
19,27,1,9,28,14,2,6,3,17,26,1,9,29,17,26,24,25,29,7,10,20,0,7,6,4,13,21,24,10,28,12,24,22,15,7,6,9,20,14,22,4,20,11,7,15,21,17,5,24,4,14,8,7,0,23,0,7,19,15,11,14,9,2,13,24,3,2,7,5,4,19,23,14,19,17,14,2,19,4,23,3,4,2,4,21,20,7,7,17,28,11,7,22,5,3,18,11,5,25
2,3,0,4,25,23,29,21,4,28,8,15,23,26,9,25,17,4,16,8,14,10,25,13,14,13,20,14,0,3,25,20,18,8,8,18,13,29,23,9,5,22,11,27,18,22,29,18,9,24,12,17,22,3,19,17,9,3,8,19,11,29,4,1,20,2,0,15,26,10,12,10,15,28,14,28,13,13,20,29,26,1,14,27,21,17,19,1,26,24,14,0,16,17,3,6,20,30,13,14
5,26,11,17,24,4,19,26,12,18,15,2,30,24,18,23,23,18,26,8,23,15,15,30,6,24,4,13,11,29,26,3,21,1,4,0,0,6,20,2,25,19,28,20,16,26,6,23,6,14,21,7,16,12,23,15,24,17,27,28,22,8,9,4,5,7,4,21,5,20,6,20,22,18,2,17,30,26,21,16,22,0,17,16,21,4,7,21,15,20,12,18,10,6,21,21,18,4,11,14
28,16,1,15,12,11,18,11,11,23,8,0,21,13,11,10,13,22,22,8,8,15,14,18,12,3,19,27,15,16,5,23,12,13,25,5,16,16,4,25,7,1,3,12,22,25,10,23,7,1,18,14,9,26,1,1,30,22,30,0,6,19,8,6,21,29,11,3,30,18,9,10,6,7,29,17,18,17,17,22,7,20,14,3,6,27,10,9,10,16,9,13,12,22,12,28,14,24,17,4
6,15,20,0,9,24,18,15,16,24,22,28,24,9,25,18,7,28,26,28,27,20,7,4,27,24,1,9,17,26,27,26,24,27,23,18,10,12,10,27,24,4,19,8,15,21,19,10,15,30,22,2,15,12,30,14,18,3,3,17,19,2,22,2,29,29,7,25,27,27,28,29,25,16,13,11,18,16,24,2,10,15,16,2,12,14,6,23,8,12,20,5,5,13,22,19,1,11,21,9
17,1,23,29,10,23,29,22,9,11,23,21,20,0,0,20,23,21,28,15,3,14,3,29,18,18,17,9,25,24,13,5,5,5,18,25,2,20,4,23,29,2,1,12,19,22,23,17,30,26,0,1,20,25,6,8,4,11,3,15,13,25,19,26,3,0,24,30,22,16,11,3,14,26,27,6,18,26,28,10,3,0,24,30,6,27,17,30,2,16,15,24,3,10,19,11,5,23,28,4
8,7,7,22,29,22,28,18,21,3,21,29,1,6,22,3,13,30,28,12,1,13,8,29,14,2,21,17,18,10,0,13,9,21,7,17,23,3,25,5,29,14,11,5,18,17,21,17,19,18,13,26,7,1,5,9,29,27,12,5,22,19,6,10,2,8,5,2,12,5,3,28,7,24,29,18,26,27,14,14,23,9,12,23,6,18,23,1,6,15,22,16,6,16,16,14,0,15,15,5
16,28,22,28,21,20,11,5,24,7,8,11,8,11,15,2,29,14,14,2,8,29,6,9,23,15,13,11,27,25,20,13,5,4,26,0,4,20,4,8,2,9,15,4,12,9,30,13,16,13,7,3,11,29,7,10,25,25,14,20,3,4,23,26,1,19,15,20,22,0,7,8,22,12,23,14,14,18,27,20,22,23,27,18,0,29,15,8,14,25,8,13,29,14,27,25,13,10,28,18
25,7,12,20,8,8,29,4,29,26,28,12,21,1,26,15,11,21,14,0,14,28,24,4,20,5,1,4,23,6,24,16,29,20,21,9,14,1,17,6,8,2,4,3,20,5,16,13,15,8,12,4,2,12,17,22,28,24,6,23,17,2,4,30,4,8,13,7,1,10,30,2,1,0,29,10,12,15,24,23,8,18,2,4,29,3,19,10,20,28,21,28,7,1,27,23,27,10,10,9
9,28,7,30,17,20,18,13,17,30,16,14,1,24,13,22,10,9,1,19,21,13,17,29,9,22,7,16,25,28,24,12,5,29,18,7,17,11,0,13,26,16,13,26,29,11,14,16,24,23,1,22,25,7,8,0,16,13,29,15,7,8,27,18,25,17,16,17,5,5,6,25,29,26,20,9,20,18,7,23,18,9,24,28,11,14,16,11,13,14,0,0,9,5,5,27,9,3,23,23
